Genes,p_vals
RRN3,0.789778718853265
SLC17A9,0.4998430359555779
FMOD,0.00477523975209721
SAMD3,0.0172499915550875
ARHGAP30,0.7885795524427429
HPS6,0.986371947376675
CLTA,0.3915789184642911
PELP1,0.837789949080203
UPF1,0.0264643412731731
ABCC1,0.957549632120723
GRIP1,0.505202557902266
CDC7,0.189738517195609
EPM2A-DT,0.949254927634181
AHCYL2,0.7387101232482042
ARMC6,0.143695258931047
BACE2,0.149714623891652
GNG5,0.559483158285102
LINC02649,0.252037722408248
CLINT1,0.0499173107691047
B3GNT8,0.123148159233732
DAND5,0.41176688470978
KDM1A,0.307692071338742
PEX5,0.369055210060867
PCID2,0.323974223800722
PSMD10P1,0.976367226027448
SPIRE1,0.761977732683447
TBKBP1,0.341329039522447
ARHGEF10,0.6836436638115129
ARFRP1,0.255808051863337
PTMS,0.578897195168933
ATP1B2,0.6979451906370681
CERS6,0.434901774293002
PEDS1-UBE2V1,0.39930809564982
TCAF1,0.244232190904882
TRAV12-1,0.8104497221865471
USP1,0.549497564549504
CAMK2G,0.0814989402214244
TXNDC15,0.6976645095816251
FIBP,0.31019791497924
LINC01719,0.5157611396711621
ZFP82,0.355496446547288
ZNF160,0.102624273949697
COX18,0.7940824333310351
PTPN2P1,0.27998505317415395
DCP1B,0.537546423032317
CIITA,0.834707506229241
MCOLN1,0.580168751458902
MYRF,0.51060119949268
SNCA,0.407871092865724
ATP6V0E2-AS1,0.770954979880697
PITRM1-AS1,0.923523620047797
GGACT,0.9692640105902548
SLC12A6,0.980398597506183
UNC50,0.388897974972583
ARL8B,0.916843173139398
PPP2R3C,0.30830325193364
RELA,0.11633642846068
GART,0.633089432100011
S100Z,0.478815602910176
HBM,0.655387569454879
PARD3,0.103452990921248
ZNF57,0.912893036934834
DDX39A,0.384821817823978
PIGV,0.90660215689079
N6AMT1,0.6721553890156999
CBR4,0.500861510886875
SMIM10L1,0.7460179554766608
HSPA12A,0.122465540870264
FARSB,0.194371295207921
LHX4,0.4072761049844551
PRPSAP1,0.3448094975844069
SWSAP1,0.996843657036252
PLEKHG6,0.8909724814840841
RNASEL,0.610242527440894
BLOC1S5,0.830493859659962
COX6B1,0.938772654321904
PPM1N,0.917935364618961
ARPP19,0.8675421637122079
SLC35A2,0.0437644029851365
KCNK6,0.371408191529936
ASPHD2,0.956783662714231
PI4KA,0.282631240913157
HEMGN,0.584262251694405
RN7SL473P,0.6696762505153261
EEF1DP7,0.482544891626813
FBXW2,0.8462692036532029
LMAN2,0.305255359851982
DDTL,0.299297939487354
MED20,0.9949096321030072
PPP2CA,0.5925649142103481
NBPF8,0.13782024401151002
HOOK3,0.28387703553556
SLC11A2,0.0925392552285277
TRIP12,0.848939359069288
TSPYL1,0.483889310661135
CABP4,0.948742091411404
ZBTB44,0.3437369636456
TMEM81,0.962520653508955
LINC01270,0.0735552384313842
ADAMTS1,0.309454694077495
PIGU,0.195564197601704
HNRNPA1P49,0.529210740767176
TBC1D22A-AS1,0.580009117828361
KATNBL1,0.7927119660316
RTRAF,0.33891702716499605
CD86,0.431097985974995
GIMAP8,0.37289564411422105
RPL7P21,0.674153383911376
PWWP2B,0.970773006560042
MEGF8,0.4666531333856021
BECN1,0.61927834287897
WDR35,0.8529516322080519
MIR23AHG,5.5566010061769495e-05
TBL1XR1,0.499844184812281
SEC24B,0.139401156592995
CC2D1B,0.7665703681524979
RPN2,0.8406595578638659
SRGAP1,0.857673968970408
CAPN15,0.843776904958444
BIN2,0.923205358052684
APLP2,0.4432414639078621
SEC22B,0.9039233132375892
PRRG4,0.83113195881642
SEMA5A,0.0557376602359875
F8,0.0497835285568709
PACS1,0.318541727054991
DNAJC18,0.0498538421269498
AMACR,0.9728300038169092
TMC3-AS1,0.7035024129642861
MFAP4,0.3242116813033969
SHISA7,0.0297703294411714
ANTXRLP1,0.0953275019008462
SPRN,0.27455772101160697
TRIM6,0.3919394136015511
FBP1,0.0315546556808473
SNHG9,0.125126351881625
ASB16-AS1,0.132176494893249
SPRED3,0.404278269431929
VPS35,0.96110757242283
PLEKHA3,0.6103879795927061
EPS8L1,0.461261392232006
KIF13B,0.330835319591117
EP400,0.454703217985725
SYTL3,9.51251000989734e-08
PEX19,0.251000705698992
TRIM56,0.0100932317243306
PKD1P2,0.517340046688239
SYNGR1,0.3241196341419361
CCDC163,0.0830606138378989
SNAP47,0.540488437200925
GLB1,0.162421591905341
PPCDC,0.603318743133679
EFHC2,0.328784784280252
ZSWIM8-AS1,0.7065197809223158
HPRT1,0.260483428267683
ZNF28,0.8060813620464191
ARHGEF17,0.2923324106164989
MTPN,0.0290555635693154
MAGEF1,0.934828999781642
MYBL2,0.6170149306639101
STKLD1,0.3867771673203279
DPM3,0.280532248000663
GLYR1,0.261193973184765
CREG1,0.34144031966505
SUN2,0.0636129549188598
GCSAM,0.0473100533714885
SLC9A8,0.171687726586795
DRC12,0.9019038915329208
LCK,0.003852014238156
STEAP1B,0.00027939156802143196
PPP1R3B,0.17056075470294302
TGIF1,0.611426904629643
MGMT,0.193280506144494
MCEE,0.4257984997691239
RASSF2,0.122328629576763
PITX1-AS1,0.359332112237624
TTC21A,0.525572228631647
RPL9P8,0.454335526025077
WASH9P,0.0454662939894553
ARPIN-AP3S2,0.784914333032925
DCTN5,0.235155673398524
GNG2,0.00302224964344116
AUH,0.636198156269074
H2AC20,0.487030116216903
EIF2B1,0.129460190085686
RPSAP12,0.958269376180553
ZNF124,0.440126481480849
ATRX,0.402460808535346
DARS1,0.793418826826908
LRRC8C-DT,0.856115676171285
MFF,0.642839360259096
ABCC10,0.569739182275915
WDR26,0.267488748854165
TP53TG1,0.145182386301671
SOCS1,0.0017620572535832
MSRA,0.133538990204715
UFL1,0.483500488943079
SOX5,0.733382100003028
A1BG-AS1,0.69716189243743
GNPAT,0.930959803045126
REPS2,0.718214396154525
KCNH3,0.3796043196766911
DIAPH2,0.5435462199182299
CABLES2,0.682000638634415
FIGNL1,0.6430059375142471
BLOC1S4,0.719053934561894
ACADM,0.956595315241673
AP5B1,0.8328248138631059
CALHM2,0.0741079626847203
DUSP6,0.5689586036410821
GLYCTK-AS1,0.463080879258817
C14orf132,0.104838930322534
GIGYF1,0.08140409995617
LINC01801,0.28182269894717
NECTIN2,0.239933421525886
PTMA,0.7418938111490602
TSPAN2,0.00239773343915948
TMEM216,0.154432883413138
FBXL14,0.253679598048525
HYAL2,0.0213594581088137
LIMD1,0.557892658440483
MAFF,0.118121867106036
ABHD14A,0.0547026523692378
BCAR3,0.00166910928994652
PDXK,0.0670997884655311
STS,0.9245470699036552
ZNF131,0.363899846648879
STAB1,0.31137190777572804
SSR2,0.351165311641215
FAM169A,0.648436755870416
TMTC2,0.000456606720412491
SMN2,0.4643045182986721
MCTS1,0.454408640186517
TAS2R15P,0.4156645735804871
SPTLC1,0.873972450739537
CDC42EP1,0.934683119704916
HARBI1,0.137525854628755
KCNG1,0.0001399218379626
ABCA11P,0.63274441485464
FIRRE,0.8598802135986701
TRIAP1,0.6853870327178361
PGBD4,0.0768071314962593
AZIN2,0.00644380253676339
RPGRIP1L,0.968829619605833
BMF,0.326603818339495
SENCR,0.7992365891533969
LEF1,0.18006211797679395
PGLS-DT,0.29397825825129403
ARG1,0.620787906901052
GORASP1,0.113101729764199
DNAJC5,0.121540552963094
STK26,0.544802280106466
DOHH,0.681047986747285
TMEM14C,0.978850255021645
CHD3,0.0137172457020428
GSPT1,0.56865539711434
C1orf174,0.135163715048537
TFPI,0.805407520246498
SMARCC1,0.4203593053544001
CHEK2,0.7989537183018929
NSMCE1,0.403538899230517
NIT2,0.272887990322542
PRKACB,0.190815353368958
NPLOC4,0.83097585028949
FCRL5,0.3693900400496421
ZBED5,0.652728574227484
ZFR,0.790995105690265
IKBKG,0.532049525400913
CTAGE4,0.185699819941456
SNRPA,0.0701259684810564
TOMM34,0.6545391984095971
NAIPP3,0.945078666556342
RASGRF1,0.00444132236324053
HDAC5,0.0417552897264804
SMUG1,0.8988942352170621
GSE1,0.320571947500831
SLC9A7,0.7581692018387909
TSPAN15,0.33666805580035203
ULK1,0.7912033239157479
PIEZO1,0.425551997352266
OCEL1,0.96696920870118
GNPDA2,0.901066937185282
ARHGAP6,0.103032696467498
ZNF630,0.569169785664052
SECISBP2L,0.928832959819091
STIMATE-MUSTN1,0.414060230288188
RBM5-AS1,0.13397028789839802
LRP5,0.257348425146899
NDUFA2,0.957198011609598
RNF32-AS1,0.616052976270984
MRTO4,0.180335384245946
HDGF,0.0550832218433483
LINC01943,0.935673274287634
PIP4P2,0.531837503812145
HIF1A,0.0923841851581466
ZSWIM6,0.81271388980278
PPAN-P2RY11,0.7325764654684709
PPP1R13L,0.514764232300229
STARD4,0.111920850975871
ACCS,0.68912515408342
YWHAQP5,0.5066421936131451
MORC2-AS1,0.484093131572674
SEMA3F-AS1,0.0567280862675692
PRKAR1A,0.0288449604680457
DOCK6,0.8836636863572629
LPCAT1,0.0728636186173192
MFSD14B,0.924143094345417
LINC00115,0.251703316779539
TMEM184C,0.530709993149344
IREB2,0.720032609842537
SPRING1,0.448138133171046
LPIN2,0.947278209044435
HCRT,0.14359336880823098
SCART1,0.261063540433092
KHDRBS1,0.19342521147128305
UGT2B11,0.4055935635312321
ARSB,0.8366521022079879
NLRP1,0.4580277772147489
AOC1,0.7802532696382131
ITCH,0.868657541373328
ADGRA3,0.886683327865124
DND1P1,0.946709355680991
PBX3,0.699214278322718
DTNB,0.409662627152969
LINC01465,0.23498133851791006
PLCD3,0.122465794122471
RFXAP,0.894427450220646
PRRC2A,0.8421802776221099
GOLGA2P5,0.355816329235319
STAU1,0.236747812666572
CD99P1,0.5121030003142829
FBLN5,0.18320932347462696
TUBD1,0.15068715653963802
URGCP,0.65824725529266
NORAD,0.4127227124953499
LINC02432,0.598798157020669
GP9,0.54287942955976
HLA-C,0.339659960038104
WDR37,0.0738404383838125
TMEM74B,0.932474048682171
TARBP2,0.29441356102917604
XRCC6,0.239492185603524
VAMP2,0.00359544856570644
MYO7B,0.162283256666169
GAK,0.8496272234221279
ZC3H10,0.339880998790624
AAK1,0.0427250940548985
GDI2,0.0679642409516317
STAT2,0.0027661227828482
ZCCHC10,0.185127230564946
ZC3H14,0.323734570018552
CCZ1,0.286041618014332
CTDSP2,0.226055211199384
CYP4F35P,0.116312899301968
CDC73,0.428630659473568
ITPKB-IT1,0.25421882941668
RBM33,0.5609235721276561
HERC6,0.17322820652240806
SCARB2,0.35552293218416603
POLR2L,0.839960576642413
L3MBTL3,0.4994723406442729
UBN1,0.5922496672330899
CCDC141,0.3984620042826009
TPTEP1,0.24729672307079895
DAP3,0.324548790225268
HNRNPA1,0.272707046361494
DUSP2,1.08683452368205e-05
PXN-AS1,0.561743799659528
SNORA73B,0.0353181130569069
AIF1,0.4262350581385
CHKB,0.520149534611429
GNA15,0.0639829416144466
LRRC8B,0.6304550660207591
SEPTIN7P14,0.6448269148389221
MAFIP,0.850415326914802
CCNYL6,0.728149718482108
MED16,0.44055874849513693
SSH3,0.653940973490406
SCAPER,0.7955069248078761
ARHGAP27,0.6883145038656511
ZC3H4,0.5553023381684711
GPN1,0.7702457322264731
GPR153,0.5804251334545351
TYW1,0.460007306991762
RBL1,0.715854996125004
ARK2N,5.3936535409682e-06
PEX2,0.999327790337614
CHPF,0.7075964419516279
ZBED2,0.0277868402342189
THADA,0.215481754205224
NBEAL2,0.19774547082111504
DPYSL2,0.00478919813837671
CDK4,0.781694207635114
SPOP,0.0828101901559073
TMEM71,0.14721783481876402
DNASE1,0.695123361476102
C17orf67,0.23024148718572104
RCBTB2,0.00086706081816342
TLR5,5.90501847520511e-05
TONSL,0.293318014610674
ARHGAP21,0.9802219472860748
PAIP2B,0.3985163105838699
IMPDH1,0.000712689023849999
RB1CC1,0.627907073330446
LDHB,0.00344784313593401
INSYN2B,0.17922859644560102
KIAA1328,0.558113629367094
LRRC27,0.8544110943956942
TNS1,0.0405867652519517
IGHV1-69,0.13196576572603
IGLL5,0.114801157749676
GORASP2,0.306141621558013
AGAP3,0.00134202912095674
MMAA,0.836162788668658
IRF5,0.7230109762663929
MCCC1,0.622375839038068
ARV1,0.176805866755211
GPSM2,0.420957989666201
MRM2,0.742929895851237
PNPO,0.675726927503825
ANKRD16,0.293923644236302
ACKR2,0.17797744279818606
HS3ST3B1,0.197544544687697
MTUS1,0.6929672149507778
INPP4B,0.019090769329317
NSMAF,0.363714611260956
PTCRA,0.305803741062718
SLC25A42,0.0048389584003166106
TRAPPC6A,0.580168823738197
OAT,0.22997591425061
TATDN2P2,0.118705185968259
NTHL1,0.882684502713711
NXPH3,0.222413651343487
ST6GALNAC4P1,0.291689630917367
AFD1,0.177412345072327
ANAPC1P2,0.341058787406569
APEX1,0.463446302370597
LINC00639,0.690234973986505
KYAT3,0.9968352306366792
CENPP,0.8568702053871942
KRT18P15,0.320736856979877
FCER1G,0.37104162355022297
LINC01725,0.0637179903523246
ISM1,0.743881387113692
NPIPB2,0.37901557367704897
TRBV11-2,0.267368650108459
CCDC57,0.713831365751065
KDM5B,0.0577264921102099
MCRIP1,0.531967727638201
SLC25A14,0.20116389794014106
P2RY13,0.8522243288310809
RAB11FIP1,8.442301228628621e-05
HELZ2,0.103398548598754
ZNF598,0.869789230685601
MHENCR,0.7530152870034871
IRF2BPL,0.0288908958167163
REXO1L6P,0.383980697798217
CPOX,0.189997228971401
ZSWIM8,0.169537790615913
ASXL2,0.3638177930203521
ANP32A,0.308949792578931
PSMC2,0.26650697053731
ZMYM4,0.8196374807538921
GPR27,0.00218676096106895
SLC12A1,0.6821934200918461
SNX13,0.677401053750155
RHBDF2,0.48941770641538
RCHY1,0.7506875904280971
SEC14L4,0.740310556763253
CD300LB,0.852187255713013
MINCR,0.61718346369953
CNTRL,0.281873211334755
CRYBG2,0.501533526256397
SIGLEC16,0.0345490020728494
TENM1,0.522424943495262
FAM210B,0.467574441465885
C5orf63,0.3811959259954771
TTC3,0.6497617288596059
C7orf50,0.00357250939071833
ACBD3,0.8078261110101279
FRMD4B,0.8492996626543741
ATP10A,0.8714128424431801
ZNF549,0.00191236352076759
SNX12,0.8577512588839191
ZGLP1,0.935961857150597
GRIK4,0.404021090003918
LRRC17,0.606694933195329
SLC4A10,0.668564146499655
ASF1A,0.17579300738983095
TMF1,0.652433363497241
GCC1,0.369474649583658
SNHG26,0.594243174576057
HNRNPA3P2,0.276664658639208
LRRC8D,0.0690304567701461
CAMK2D,0.822220510741688
CD40LG,0.101047695180116
TP53INP1,0.33457893414026896
C1orf21,0.225028808417011
DTX1,0.0019354356207286602
E2F6,0.66757519540712
LINC02245,0.582233900136064
CCDC180,0.36670168686200894
YBX1P10,0.694036129267195
KPTN,0.989174777894554
BISPR,0.0816740263664373
TCP11L2,0.23021891347106
SPON1,0.20792364328564605
SCARNA5,0.513164151940508
COG8,0.976647353091318
FBXO38,0.347141085926452
SPICE1,0.236108063997999
CP,0.279304914231205
TRIM34,0.05823001241348801
FYTTD1,0.981076961846423
CLEC18C,0.18218680320640696
PHB1P12,0.8694864060567242
KCNS1,0.0234568289087667
QRICH2,0.529216559077451
ZNF626,0.917908219071807
PRDX1,0.171636339257553
LINC02141,0.15214241921134194
LRSAM1,0.0956052019042947
MRPS24,0.0716729759768729
ZBTB5,0.5634716382440129
SKAP1,0.3440552875783581
HEG1,0.463798247630829
RPL37,0.240703672832584
BRD10,0.5787993397930451
VESTAR,0.604770086936454
UVRAG,0.993301003804694
AK9,0.616478864728072
DHX36,0.201524589970748
PARP12,0.330057528596842
AARSD1,0.607714178495436
LYPLA1,0.146606072481218
SENP6,0.73112338993221
FNDC5,0.5755018416000072
MAP2K2,0.6513274503198989
ISG20,0.0363794252308438
CPLANE1,0.499121944096315
MFSD6,0.623015905737393
RGS10,0.00306733098498819
SLC43A3,0.622038388383058
SS18L2,0.17080417944685802
AGPS,0.6267377680903871
SLC35F2,0.932018469300925
ARF6,0.959852727088029
CARMIL2,0.9222001579985568
DPEP3,0.0925786295236034
FARSA,0.291384512659623
MEN1,0.469466864539855
OR2W3,0.30150114060335304
ORC2,0.8523950045041321
CASP1,0.0569789195960486
GPR25,0.270281862578093
MIIP,0.159679660798573
ACKR3,0.22643159600843696
SBF2-AS1,0.323165362434563
ENTPD2,0.0185892568563887
LGALS12,0.613223696997726
NRG1,0.0012370693677122302
C19orf44,0.612543601696251
RBPMS,0.729491478723848
HYOU1,0.5390591108206471
MAP3K7,0.842167967936486
ZNF575,0.614184747276144
ACTN4,0.59822901509032
AHCYL1,0.47784980338202
HSF4,0.150797793519801
ERH,0.609121373088602
IGHG1,0.161678794309998
TGM2,0.259938915900837
KIAA2013,0.5083303699547329
TRIM7,0.9473108471247992
RAB11FIP2,0.6981678630317819
DDX3Y,0.70772953394173
PUS10,0.579660805395539
AKAP11,0.056731053704139
NDUFS7,0.982468224864008
KDM6B,0.246674316610196
APPBP2,0.44202106953512105
EIF4ENIF1,0.069361189540413
PDCD10,0.17531849877758998
FCRL2,0.0180165116586661
PLRG1,0.8680078688940379
SPECC1L,0.12699286308710198
PWP1,0.423801065592286
DYNLL2,0.3379579815456469
MYL4,0.25444154843135
CCDC126,0.215552198939416
PMVK,0.937954969172133
TRPC6,0.924999687589056
MRPL49,0.8249526341673191
PF4,0.612196885528059
SPDL1,0.670972080151211
LIPE,0.540832652025774
MAP2K4,0.9596173326987522
TVP23B,0.9559941740856388
NKD1,0.54937627190159
LINC01410,0.0958970026565592
RSU1,0.917995577761903
RUNX2,0.738878256395158
UBASH3A,0.000838401138489139
LST1,0.0776816570344374
ST3GAL1P1,0.8516007862814341
PSMC3IP,0.5656779839463371
EFEMP2,0.5911352446441861
OPHN1,0.439571050082152
RPL8,0.5087741355126459
URM1,0.834335384591345
AFG1L,0.20850233498813
RNF7,0.28938285543941306
PTP4A3,0.0624812440404087
EIF3D,0.41989060449262106
MRPL52,0.716875179357556
RPL4,0.6664903024151639
FKBP2,0.979193876809207
PPIL1,0.22496630443069895
NMNAT3,0.939948937151442
CFAP298-TCP10L,0.546045875735699
GPX1P1,0.7679905640565351
LRRC47,0.0711990841688864
OVGP1,0.7758860859054859
NUCKS1,0.25189549435980896
PRUNE1,0.686863550045891
VAMP3,0.8478657369445319
ANKRD23,0.6865555757825021
NDUFB10,0.557140481343672
POLR2J,0.526375683109684
CA3-AS1,0.760467822252209
PIGO,0.15803381724610902
LINC00989,0.32062609819519
IL10RB,0.498790613784861
TET2,0.597281915665027
NCR3LG1,0.651054466848405
SEC24D,0.316921802773428
CDK7,0.884990559606105
TMEM67,0.281083337014701
MTX3,0.33213718944792
PLLP,0.33685430465752003
NSD3,0.3378339612375251
EPB41L2,0.17128834023802195
MOCS2,0.49831504969724
SPHK2,0.00761598695655275
IQGAP2,0.11168774968427403
YIF1B,0.99225473386816
SULT2B1,0.269504299138465
ALKBH6,0.172704852768803
CDC42BPA,0.22276768673203
MT1L,0.8753334315947979
RPL26L1,0.202045515765376
TMEM138,0.21575663834557
POM121C,0.463792385257776
NOL6,0.479000579310819
RPL30,0.8849970718899142
PLEK2,0.13020132434596302
RNF8,0.205800107852257
SAYSD1,0.22492562042506895
ESAM,0.7238032109081709
ZBTB46,0.192108650689655
NKG7,0.902283477694685
ADISSP,0.881300851042355
DDX55,0.521881222655177
RAVER1,0.925228132560723
KATNAL1,0.0870877143483172
CPQ,0.630214643552212
YY1AP1,0.7151789029912929
ABRAXAS1,0.8413650313392711
FAM76A,0.7007962997352051
HINFP,0.9926652843170408
PGA4,0.31068771030912795
APLF,0.615433883900579
ETAA1,0.485666166888124
EDRF1-AS1,0.9704058734077552
SH3GLB1,0.0794901337905912
VAMP7,0.701718034366807
SERTAD2,0.000265556201733325
SHOC1,0.00122930628712519
B3GALNT2,0.606097022138673
PGBD2,0.5889146591652691
PAQR3,0.35564830837661604
WDHD1,0.402481936898958
LRRTM2,0.109994585395915
XXYLT1,0.205151756084536
PPP3CB,0.23426821581418306
TMIGD2,0.0338372971292799
UAP1L1,0.155591141548627
BCAP31,0.185909722629981
FSD1L,0.135603009027386
RAB20,9.93297582039546e-05
SERINC2,0.111254486988259
CEP44,0.268918060747484
FBXO31,0.526178832909965
NOLC1,0.6179931572151479
VAV2,0.8877368825833208
FAM157A,0.0564547388357107
GRPEL1,0.48973669931085
IL23A,0.532063949545803
OLA1,0.6002877305216351
KLRC4-KLRK1,0.472128064998555
MRE11,0.167586765610738
BEND7,0.248342816230504
FCGR3A,0.790331799055935
SESN3,0.6511423256064761
MAP7,0.116524672924425
NSRP1,0.4199137497226649
UGP2,0.702427730677433
ZNF85,0.7789407121148629
ABHD5,0.00642961077034167
DNAJC30,0.0238023259637833
LARP1,0.943768286833825
CDPF1P1,0.369715144061364
CMIP,0.321821154764142
TTC32,0.34108502395900503
DYNLL1,0.6979381707902309
TECR,0.22041870265576105
CMBL,0.702688270721696
RPLP1,0.550339068029946
TFCP2L1,0.9925626455146
DEFA1,0.5633631172451241
MTX2,0.655143174650236
PVRIG2P,0.7718764360103059
CTCF,0.106830997459476
HAPLN3,0.9973716932339608
IGKV4-1,0.6745001934405871
AIFM1,0.782082218239245
ZNF511,0.6856944297670121
PIAS2,0.19020929763794395
HMGB3P32,0.8816115474746609
PNN,0.7149796185523578
PRKDC,0.347690088875007
PROSER3,0.5514963035931
BOLA3,0.537303515035389
CLCC1,0.855579008354922
RTL6,0.163964527586686
L3MBTL2,0.820924114482086
SRXN1,0.377888038728198
ACSF2,0.454127747466306
SLC35A3,0.07100130293593901
VDAC2P2,0.7225390719524059
MAGED2,0.51931699175694
ASXL1,0.6874269560745699
IZUMO4,0.843753955152316
SLC16A11,0.0874545222861574
U2AF1,0.7406201539077081
A4GALT,0.104579883135894
SNX6,0.953223869718563
NSUN5,0.735666096100492
GLYCTK,0.159168892830125
KIF9,0.6222948795123431
TXNIP,0.2994164764266731
SIGLEC10,0.7134604423803492
ATP6V0A2,0.83650140183411
YBX1P3,0.491225289636454
CACNA1E,0.102153657094
MYO15B,0.7446919920120519
MRI1,0.966011637710752
PDCD7,0.8995629221023929
BZW1,0.0827960095309168
DNAJC1,0.6477469162864611
LZTFL1,0.563628855497944
ZNF586,0.497944406796766
DHX58,0.140505426281825
CYBRD1,0.3940799014705779
CIPC,0.156127926937508
MYLIP,1.63769721987516e-08
DUSP10,0.478189408587161
CAPRIN1,0.9501587311236328
SMARCA5-AS1,0.325857800575914
UNG,0.769349036208847
UPK3A,0.7859603278845949
DDHD2,0.672934490429743
KMT2B,0.8664143357270458
PRSS40A,0.411974856704389
KIF1C,0.217842796050275
MPL,0.341965332899141
DCBLD1,0.596365357637092
ADGRE5,0.000567236619188391
PCDHGA9,0.328375180543147
EEF1DP2,0.646682763224476
MEX3B,0.954511598175988
MAPK3,0.104994369769955
SCAI,0.33785979564664803
ZNF250,0.0978850237064164
EOLA1-DT,0.4928145566856501
RPL36A,0.13533691126197
DISP1,0.350794239229938
FNIP2,0.150983187283181
CFAP92,0.0724039690910643
NECAB3,0.7971799292715509
HSPA6,0.106438654100046
SHPK,0.5102781263277261
CDHR5,0.6754630294254861
RPS27AP16,0.924767439399788
AHI1,0.304024797949476
WDR41,0.319714162046507
ATOSB,0.412530104833075
ZNF134,0.0426004475716914
GTF2IP4,0.7551546606562769
ZNF678,0.8523001957654391
WARS2,0.8919449248680079
EED,0.77460441269581
ADK,0.8700475445913342
DNASE1L1,0.358394661926434
SLC51A,0.930104899153516
ZNF577,0.0121426740854656
OIP5-AS1,0.6971699767463579
MGST1,0.0182893429976458
SNX19,0.961036092486172
DDX50,0.267244124677446
PRKCZ,0.342778098470824
ZNF286B,0.374267243301018
CCR3,0.018526750245081
GPR180,0.798206978837237
CENPB,0.44655564922483104
TMED3,0.478883840497819
UBE3D,0.7755426632102791
SFT2D1,0.7539196424773259
CTSH,0.699414872167135
DPM2,0.100450464603687
KLHL42,0.9507814472684448
FBXO33,0.17705051479811
HUWE1,0.6474931803448771
GARS1,0.275654585342731
KRBOX5,0.88478598087061
IGKC,0.215254241129666
PLEKHG1,0.000416476826222235
ELF4,0.601796640993813
KAT5,0.336481249865381
STAT6,0.00342265639471823
RILPL1,0.201289559338224
ARPIN,0.290705521921544
AP1G2,0.7016363280165739
CLUHP3,0.400812965733195
ADA2,0.324466634829781
CASP8,0.009966201675313
MRPL20,0.9417234320691008
MON2,0.93370015755829
NCAPH2,0.169287135666326
POU6F1,0.874393620607431
RPS7,0.754576595407822
ZNF786,0.330354346461411
ZNF92,0.970669273342986
GPR61,0.8215107994398292
ANXA9,0.320314869469444
LINC02446,0.364349409058267
GABARAP,0.106299841691445
C15orf61,0.204249887365388
SOCS3,0.256011378296008
RBBP8P1,0.92823174029094
SORCS3,0.0319118348183321
TMEM164,0.610192946674354
POLD3,0.102851423677712
LTBP2,0.35251356980995097
EOLA2,0.6752148533373231
NUMB,0.0375360079419574
KNSTRN,0.873841961328343
VPREB3,0.00230845241571448
MSL1,0.0253412359162594
GUK1,0.289306244611904
METTL18,0.349660407726043
MACO1,0.3778369021652521
CTIF,0.0532682147257431
GIPC1,0.0792415451441319
AOPEP,0.839017759903382
DHRS12,0.340978477675303
HNRNPH3,0.0518740313694841
TSC2,0.689819311506356
PCNA,0.583315293733109
C1orf115,0.777280604205774
NDUFB8,0.6703442035551229
RDX,0.34351013129872704
ARMC7,0.389443077690019
TGFBR2,0.0144946025354218
SLITRK5,0.838780702744955
TRIM25,0.00708635488975671
ZBTB3,0.790381227799619
C19orf25,0.42462410587512
FNIP1,0.145386797513852
LYSMD3,0.6935215879913861
PRMT1P1,0.753382115869211
LRCH3,0.308819254617335
STAMBPL1,0.474174562739766
RRM2,0.042618759710246
CACHD1,0.169804426422513
SUFU,0.294747749839558
KCNK12,0.226844345691846
PPP1CA,0.139173810027487
MED12L,0.7339114992041859
AASS,0.296409289694306
MAP3K6,0.15810254684665498
CNTF,0.73836694440436
SDHD,0.142628124295045
GRAMD4,0.332148062140442
ZNF433,0.778200165574988
DCHS1,0.8619225956990499
TBPL1,0.348009002639918
RNVU1-7,0.297910362205442
NRBF2,0.172909813832996
KIAA0586,0.936892325127508
EIF4G3,0.622750901199926
LINC01003,0.25358689776799104
MX2,0.0114191419388766
REST,0.531870791773225
LAMP2,0.223571684882834
DDX49,0.8702261439944421
C2CD5,0.929695133657497
RGPD1,0.487367264816795
SLC15A3,0.5118397288976311
ATP11C,0.7522968950631809
CDH2,0.112710416086914
N4BP2L2,0.42968187333071
TRIM11,0.453456012178418
DNAJA3,0.725672640724848
YWHAE,0.5400376225761739
POMT1,0.586360554211668
URI1,0.8007894051287009
MYOM1,0.757295540715723
GSTK1,0.14613509299328198
PHPT1,0.7299110172041892
ARHGAP22,0.0624540054561091
ANO5,0.16241243544340198
BPHL,0.5584184536766
LINC00665,0.717130821360121
S100A9,0.000160731911580417
AOC3,0.352062115305036
AHCTF1,0.196019643384455
ACTR3B,0.295496946361081
ERCC3,0.36344367996076493
TSPAN5,0.0059682975302095395
ELL,0.6930945766436329
CCDC39,0.797835909976416
PKIG,0.255444570900549
USP40,0.8645954644704691
MRPL45P2,0.304648451716185
EPG5,0.718368214625271
EHBP1,0.6151128073544979
EBNA1BP2,0.3012809875746469
FBXO8,0.525746490577788
GRK2,0.9673588166294708
HOXA3,0.532777435565149
PREPL,0.4248844754215769
DHX8,0.458240720470038
SPRED2,0.85907556644621
BVES,0.879235749379275
RANGRF,0.6829993501148149
ATP1B3,0.8969897107395122
SQOR,0.32985916260177
WDR27,0.410299633468614
SLC43A2,0.031165774314255
NUP88,0.802907983351658
ADRB2,0.126870883892094
CXCL1,0.51858830711175
MICALL2,0.569524174231549
CRTC3,0.537658339822544
DICER1,0.101961470323187
IP6K1,0.0546607038601013
ZNF790-AS1,0.380507297997255
