Genes,p_vals
CDK5RAP3,0.324229739700178
TOB1,0.11526428335706
HYCC2,0.17176343738818
PMFBP1,0.7590067817763569
CTSG,0.897173613058587
ODR4,0.4157986096393521
ATP13A2,0.19581602904007506
ALG12,0.8686319377192241
CACNB3,0.264631649440901
FAAH2,0.362674834639574
GNL2,0.692564834451713
UBE3B,0.0009696461547304
RFC3,0.177518078491051
MRPL24,0.456246518974376
CSGALNACT2,0.30486458248102805
THRB,0.6281859313630009
SFMBT1,0.210239902036619
JARID2-AS1,0.936428480626836
PHC2,0.0195907038379627
KLHL6,0.432897823427686
PEBP1P3,0.265628701785059
TMEM223,0.235123082571823
ZNF554,0.335546531787692
CEBPA,0.00907717313871369
CTC-338M12.4,0.988691035684845
GPAA1,0.880819814928263
IAH1,0.729128885100314
RAD23A,0.0550420904473135
TRMT2A,0.7803617558760608
AQP9,0.22240123752734306
STAM2,0.37277364336572105
NEK9,0.6031604403022299
WDR90,0.446255682260549
RPL38,0.834512895766249
ARHGEF26,0.8946989654853721
TAF9,0.36838023858733504
TRADD,0.5026881879030071
MEPCE,0.4604287003522371
ABCG2,0.358270377696938
UBTF,0.8370331737101121
PTP4A1,0.41189501153419705
FECH,0.9266986666721092
USP42,0.3820048507338571
GGT5,0.0997708275624166
NXF1,0.343470339577166
GABBR1,0.146031480187521
ATL1,0.137623264565328
ATAD2,0.584117918518938
SP4,0.674245674503514
TTYH1,0.137794624909141
PTPN23,0.870049043972785
CARD11-AS1,0.803673442293538
CORO1C,0.4994058736990501
DHX16,0.230080165645325
ATMIN,0.410310583639281
H3-7,0.6194733012763709
H2AC21,0.814708856442925
IFIT3,0.0133698147885408
PCNX1,0.00437026561156927
GSR,0.503914624155493
LTB4R,0.576270644227614
AMOT,0.5702654427676359
FAM111B,0.160180151244884
PBX4,0.20528593347502
C15orf39,0.357098940189756
NDUFS4,0.410816153464455
KY,0.579245487860802
RNF44,0.00234832632014842
PDZK1P1,0.8630274098381551
SLC25A23,0.8309984702150179
NRROS,0.8424243062339101
NPIPB11,0.205850013679655
KXD1,0.0523343713022566
HSD17B4,0.6637904056924511
FAM83H,0.767988025741034
TOR1A,0.508827336315163
CSNK1A1L,0.0040850026184981285
RGPD6,0.514550164935756
WASF2,0.21485804415316295
SLC4A4,0.301916214254505
